title,company,location,avg_salary,description,redirect_url,experience_level,soc_code,job_category,matched_skills
Senior Graphics and Simulation Software Engineer,Astrobotic Technology Inc,"Pittsburgh, Allegheny County",161753.48,"Astrobotic is at the forefront of advancing space exploration and technology development. Our expertise spans from lunar rovers, landers, and infrastructure to spacecraft navigation, machine vision, and computing systems for in-space robotic applications. To date, the company has been contracted for two lunar missions, and has won more than 60 National Aeronautics and Space Administration (NASA), Department of Defense (DoD), and commercial technology contracts worth more than $600 million. Esta…",https://www.adzuna.com/details/5434394710?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Development Manager,Maximus,"Oakland, Allegheny County",153842.78,"Description & Requirements Maximus is seeking a results-oriented Software Development Project Manager to join our team managing multiple delivery teams while shaping our clients' technological and operational future through thoughtful collaboration, adherence to industry best practices, and by way of a continuous improvement mindset. Maximus TCS (Technology and Consulting Services) Internal Job Profile Code: TCS196, T4, Band 7 Job Description: • Engage as trusted advisor with client leadership …",https://www.adzuna.com/details/5434325588?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
AWS Architect - Director,PwC,"Pittsburgh, Allegheny County",214851.7,"Specialty/Competency: Product Innovation Industry/Sector: Not Applicable Time Type: Full time Travel Requirements: Up to 60% At PwC, our people in software and product innovation focus on developing cutting-edge software solutions and driving product innovation to meet the evolving needs of clients. These individuals combine technical experience with creative thinking to deliver innovative software products and solutions. Those in software engineering at PwC will focus on developing innovative …",https://www.adzuna.com/details/5434300927?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Internship Program 2026,Near Earth Autonomy,"Homewood, Allegheny County",33706.29,"The Internship Position Near Earth Autonomy is looking for passionate interns to help develop autonomy systems for aerial vehicles. As an intern, you will work side by side with our engineering teams on the latest technology. Prepare systems for flight, run tests, analyze data, and present results. Design and develop software or electromechanical systems that will be used on an autonomous vehicle. Come out to our test airport in Pittsburgh to see your work take flight! Candidates should be unde…",https://www.adzuna.com/details/5434009779?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Embedded Systems Engineer - Adrich,Innovation Works,"Pittsburgh, Allegheny County",80647.72,"Adrich is an IOT that meets AI platform that uses sensor-enabled smart labels to capture consumer usage patterns and models business-critical metrics such as, when where and how much the product is being used such as ounces/grams peruse. Adrich is a smart consumer usage tracker that provides real-time product usage data. The system, consisting of both smart-label hardware and customizable software, collects immediate, highly-accurate volumetric measurements - from individual usage amounts - as …",https://www.adzuna.com/details/5433856157?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Lead Software Engineer - C# / .Net / Angular,PNC,"Pittsburgh, Allegheny County",79567.64,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Lead Software Engineer within PNC's Corporate and Institutional Banking Technology organization, you will be based in Pitt…",https://www.adzuna.com/details/5433096205?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Senior Software Engineer - API Integration,PNC,"Pittsburgh, Allegheny County",100220.6,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Senior Software Engineer within PNC's Retail Technology organization, you will be based in Pittsburgh, PA, Strongsville, O…",https://www.adzuna.com/details/5433096185?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer (Python/API/SQL/Microservices),PNC,"Pittsburgh, Allegheny County",82066.62,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer within PNC's Technology organization, you will be based in Pittsburgh, PA. The position is primarily bas…",https://www.adzuna.com/details/5433096195?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
SAFe Scrum Master (Hybrid),Techstra Solutions,"Pittsburgh, Allegheny County",112093.7,"About the Role We are seeking an experienced SAFe Scrum Master to support data-focused initiatives within our Retail Banking division. This role will guide Agile teams delivering projects across data validation, data lineage, data transformation, and ETL processes. The Scrum Master will serve as a servant leader and coach, ensuring teams remain aligned with business priorities, deliver high-quality solutions, and adhere to SAFe (Scaled Agile Framework) principles. Responsibilities : Facilitate …",https://www.adzuna.com/details/5432892960?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Desktop Support Technician,Aerotech,"Fox Chapel, Allegheny County",44023.97,"Looking for meaningful work where you can make a difference in global innovation? Engineer a better future with Aerotech, a global leader in precision motion and automation. Our customers create some of the most innovative products on the planet, from life-saving medical devices to tools for deep space exploration. Our precision motion and automation systems make it all possible. Build a lasting, satisfying career at Aerotech, where we foster growth, empower employees and promote from within. Y…",https://www.adzuna.com/details/5432866762?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Mission Operator - Pittsburgh, PA (Contract)",Latitude AI,"Pittsburgh, Allegheny County",56076.18,"Latitude AI ( lat.ai ) develops automated driving technologies, including L3, for Ford vehicles at scale. We’re driven by the opportunity to reimagine what it’s like to drive and make travel safer, less stressful, and more enjoyable for everyone. When you join the Latitude team, you’ll work alongside leading experts across machine learning and robotics, cloud platforms, mapping, sensors and compute systems, test operations, systems and safety engineering – all dedicated to making a real, positi…",https://www.adzuna.com/details/5432840545?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,['machine learning']
Project Manager - Cell X Technologies,Innovation Works,"Pittsburgh, Allegheny County",103367.24,"The Company: Cell X Technologies is an early-stage robotics and AI company at the forefront of industrializing the process development and manufacturing of cell therapies. Our cutting-edge solutions aim to revolutionize the field, enabling the efficient and scalable production of life-saving therapies. As we continue to grow, we are seeking a highly skilled and experienced Project Manager to join our dynamic team. Responsibilities: Project Planning and Execution: Develop and execute project pla…",https://www.adzuna.com/details/5432839216?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
